
===== pirlnav  (1 runs) =====
[nnmlpp8l] autumn-night-1                 | finished  | step=1772 | met={"overfit_long/metrics/spl": 0.5414036512374878, "overfit_long/metrics/softspl": 0.5384412407875061, "overfit_long/metrics/success": 1} | cfg={}
[whz9w07i] il_costmap_2ch_sp_eval_ckpt9   | finished  | step=7202880 | met={"eval_metrics/spl": 0.020129960816615153, "eval_metrics/softspl": 0.2250493710991387, "eval_metrics/success": 0.032} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_costmap_2ch_sp/ckpt.9.pth", "CHECKPOINT_IN
[79p587yb] il_rgb_sp_eval_ckpt5           | finished  | step=4001600 | met={"eval_metrics/spl": 0.0036757927296405743, "eval_metrics/softspl": 0.15436477768827003, "eval_metrics/success": 0.007} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_rgb_sp/ckpt.5.pth", "CHECKPOINT_INTERVAL":
[vu2hah62] il_rgb_lr5e4_eval_ckpt3        | finished  | step=2401280 | met={"eval_metrics/spl": 0.0007579899505909849, "eval_metrics/softspl": 0.1238329682322456, "eval_metrics/success": 0.002} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_rgb_sp_lr5e4/ckpt.3.pth", "CHECKPOINT_INTE
[bykjnjr4] il_costmap_2ch_sp_eval_ckpt7   | finished  | step=5602240 | met={"eval_metrics/spl": 0.01682834675274008, "eval_metrics/softspl": 0.22475055290760249, "eval_metrics/success": 0.028} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_costmap_2ch_sp/ckpt.7.pth", "CHECKPOINT_IN
[i9e2wjkg] il_rgb_sp_eval_ckpt3           | finished  | step=2401280 | met={"eval_metrics/spl": 0.005842909812663469, "eval_metrics/softspl": 0.1653452330921869, "eval_metrics/success": 0.012} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_rgb_sp/ckpt.3.pth", "CHECKPOINT_INTERVAL":
[1raof1tl] il_rgb_lr5e4_eval_ckpt1        | finished  | step=800640 | met={"eval_metrics/spl": 0, "eval_metrics/softspl": 0.06314449066582042, "eval_metrics/success": 0} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_rgb_sp_lr5e4/ckpt.1.pth", "CHECKPOINT_INTE
[5bw5j6eh] il_costmap_2ch_sp_eval_ckpt5   | finished  | step=4001600 | met={"eval_metrics/spl": 0.003386374712125102, "eval_metrics/softspl": 0.1911006652147899, "eval_metrics/success": 0.006} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_costmap_2ch_sp/ckpt.5.pth", "CHECKPOINT_IN
[47f6p5uc] il_rgb_sp_eval_ckpt1           | finished  | step=800640 | met={"eval_metrics/spl": 0, "eval_metrics/softspl": 0.04370044667343394, "eval_metrics/success": 0} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_rgb_sp/ckpt.1.pth", "CHECKPOINT_INTERVAL":
[y75l8fe7] il_costmap_2ch_sp_eval_ckpt3   | crashed   | step=None | met={} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_costmap_2ch_sp/ckpt.3.pth", "CHECKPOINT_IN

===== costmap-il  (3 runs) =====
[rbchvjpn] costmap_il_run1                | finished  | step=None | met={} | cfg={"NUM_UPDATES": 2000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}
[tp1ca89a] costmap_il_smoke50             | finished  | step=None | met={} | cfg={"NUM_UPDATES": 50, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}
[4tsk7flu] costmap_il_smoke50             | finished  | step=12800 | met={"metrics/spl": 0.5375020745095243, "metrics/softspl": 0.5340812340211333, "metrics/success": 1} | cfg={"NUM_UPDATES": 50, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}

===== pirlnav-repro  (7 runs) =====
[swww4p7u] il_long_run                    | finished  | step=None | met={} | cfg={"NUM_UPDATES": 2000, "NUM_CHECKPOINTS": 5, "CHECKPOINT_FOLDER": "data/new_checkpoints/il_long", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}
[onhygrvp] il_long_run                    | finished  | step=3328 | met={"metrics/spl": 0.5297962991814864, "metrics/softspl": 0.5264262651142321, "metrics/success": 1} | cfg={"NUM_UPDATES": 2000, "NUM_CHECKPOINTS": 5, "CHECKPOINT_FOLDER": "data/new_checkpoints/il_long", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}
[bmutkn75] il_long_run                    | finished  | step=512000 | met={"metrics/spl": 0.562834103902181, "metrics/softspl": 0.5593398412068685, "metrics/success": 0.9895833333333334} | cfg={"NUM_UPDATES": 2000, "NUM_CHECKPOINTS": 5, "CHECKPOINT_FOLDER": "data/new_checkpoints/il_long", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints", "CHECKPOINT_INTERVAL": -1}
[y3trlc5n] il_long_eval                   | finished  | step=None | met={} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_long/ckpt.4.pth", "CHECKPOINT_INTERVAL": -
[rgk6ldv9] il_long_eval                   | finished  | step=None | met={} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_long/ckpt.4.pth", "CHECKPOINT_INTERVAL": -
[w04y5acp] il_long_eval                   | finished  | step=None | met={} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_long/ckpt.4.pth", "CHECKPOINT_INTERVAL": -
[b5svtk8v] il_long_eval                   | finished  | step=410880 | met={"eval_metrics/spl": 0, "eval_metrics/softspl": 0.07855321452120047, "eval_metrics/success": 0} | cfg={"NUM_UPDATES": 40000, "NUM_CHECKPOINTS": 10, "CHECKPOINT_FOLDER": "data/new_checkpoints", "EVAL_CKPT_PATH_DIR": "data/new_checkpoints/il_long/ckpt.4.pth", "CHECKPOINT_INTERVAL": -
